UPE_U

 ======== test get_l2 ========= 

2026-02-10 16:51:13,823; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/UPE_U.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:51:23,577; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-05 00:00:00 2022-02-16 00:00:00 dlr with RIME, flagged 10/27333
2026-02-10 16:51:23,582; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-05 00:00:00 2022-02-16 00:00:00 ulr with RIME, flagged 10/27333
2026-02-10 16:51:23,587; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-05 00:00:00 2022-02-16 00:00:00 dsr with RIME, flagged 10/27333
2026-02-10 16:51:23,592; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-02-05 00:00:00 2022-02-16 00:00:00 usr with RIME, flagged 10/27333
2026-02-10 16:51:23,598; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-04 00:00:00 2022-03-06 00:00:00 dlr with RIME, flagged 3/27333
2026-02-10 16:51:23,603; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-04 00:00:00 2022-03-06 00:00:00 ulr with RIME, flagged 3/27333
2026-02-10 16:51:23,608; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-04 00:00:00 2022-03-06 00:00:00 dsr with RIME, flagged 3/27333
2026-02-10 16:51:23,613; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-04 00:00:00 2022-03-06 00:00:00 usr with RIME, flagged 3/27333
2026-02-10 16:51:23,619; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-10 00:00:00 2022-03-14 00:00:00 dlr with RIME, flagged 4/27333
2026-02-10 16:51:23,624; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-10 00:00:00 2022-03-14 00:00:00 ulr with RIME, flagged 4/27333
2026-02-10 16:51:23,629; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-10 00:00:00 2022-03-14 00:00:00 dsr with RIME, flagged 4/27333
2026-02-10 16:51:23,634; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-10 00:00:00 2022-03-14 00:00:00 usr with RIME, flagged 4/27333
2026-02-10 16:51:23,640; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-19 00:00:00 2022-03-25 00:00:00 dlr with RIME, flagged 5/27333
2026-02-10 16:51:23,645; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-19 00:00:00 2022-03-25 00:00:00 ulr with RIME, flagged 5/27333
2026-02-10 16:51:23,650; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-19 00:00:00 2022-03-25 00:00:00 dsr with RIME, flagged 5/27333
2026-02-10 16:51:23,655; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-03-19 00:00:00 2022-03-25 00:00:00 usr with RIME, flagged 5/27333
2026-02-10 16:51:23,660; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-21 00:00:00 2022-04-23 00:00:00 dlr with RIME, flagged 49/27333
2026-02-10 16:51:23,666; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-21 00:00:00 2022-04-23 00:00:00 ulr with RIME, flagged 49/27333
2026-02-10 16:51:23,671; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-21 00:00:00 2022-04-23 00:00:00 dsr with RIME, flagged 49/27333
2026-02-10 16:51:23,676; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-21 00:00:00 2022-04-23 00:00:00 usr with RIME, flagged 49/27333
2026-02-10 16:51:23,681; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-28 00:00:00 2022-05-01 00:00:00 dlr with RIME, flagged 73/27333
2026-02-10 16:51:23,686; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-28 00:00:00 2022-05-01 00:00:00 ulr with RIME, flagged 73/27333
2026-02-10 16:51:23,691; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-28 00:00:00 2022-05-01 00:00:00 dsr with RIME, flagged 73/27333
2026-02-10 16:51:23,696; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-28 00:00:00 2022-05-01 00:00:00 usr with RIME, flagged 73/27333
2026-02-10 16:51:23,702; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-06 00:00:00 2022-05-12 00:00:00 dlr with RIME, flagged 145/27333
2026-02-10 16:51:23,707; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-06 00:00:00 2022-05-12 00:00:00 ulr with RIME, flagged 145/27333
2026-02-10 16:51:23,712; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-06 00:00:00 2022-05-12 00:00:00 dsr with RIME, flagged 145/27333
2026-02-10 16:51:23,717; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-06 00:00:00 2022-05-12 00:00:00 usr with RIME, flagged 145/27333
2026-02-10 16:51:23,723; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-15 00:00:00 2022-05-22 00:00:00 dlr with RIME, flagged 167/27333
2026-02-10 16:51:23,728; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-15 00:00:00 2022-05-22 00:00:00 ulr with RIME, flagged 167/27333
2026-02-10 16:51:23,733; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-15 00:00:00 2022-05-22 00:00:00 dsr with RIME, flagged 167/27333
2026-02-10 16:51:23,738; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-05-15 00:00:00 2022-05-22 00:00:00 usr with RIME, flagged 167/27333
2026-02-10 16:51:23,743; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-06-11 00:00:00 2022-06-14 00:00:00 dlr with RIME, flagged 72/27333
2026-02-10 16:51:23,748; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-06-11 00:00:00 2022-06-14 00:00:00 ulr with RIME, flagged 72/27333
2026-02-10 16:51:23,753; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-06-11 00:00:00 2022-06-14 00:00:00 dsr with RIME, flagged 72/27333
2026-02-10 16:51:23,758; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-06-11 00:00:00 2022-06-14 00:00:00 usr with RIME, flagged 72/27333
2026-02-10 16:51:23,764; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-22 00:00:00 2022-09-26 00:00:00 dlr with RIME, flagged 97/27333
2026-02-10 16:51:23,769; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-22 00:00:00 2022-09-26 00:00:00 ulr with RIME, flagged 97/27333
2026-02-10 16:51:23,774; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-22 00:00:00 2022-09-26 00:00:00 dsr with RIME, flagged 97/27333
2026-02-10 16:51:23,779; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-22 00:00:00 2022-09-26 00:00:00 usr with RIME, flagged 97/27333
2026-02-10 16:51:23,785; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-29 00:00:00 2022-10-01 00:00:00 dlr with RIME, flagged 49/27333
2026-02-10 16:51:23,790; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-29 00:00:00 2022-10-01 00:00:00 ulr with RIME, flagged 49/27333
2026-02-10 16:51:23,795; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-29 00:00:00 2022-10-01 00:00:00 dsr with RIME, flagged 49/27333
2026-02-10 16:51:23,800; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-29 00:00:00 2022-10-01 00:00:00 usr with RIME, flagged 49/27333
2026-02-10 16:51:23,806; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-04 00:00:00 2022-10-16 00:00:00 dlr with RIME, flagged 288/27333
2026-02-10 16:51:23,811; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-04 00:00:00 2022-10-16 00:00:00 ulr with RIME, flagged 288/27333
2026-02-10 16:51:23,816; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-04 00:00:00 2022-10-16 00:00:00 dsr with RIME, flagged 288/27333
2026-02-10 16:51:23,821; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-04 00:00:00 2022-10-16 00:00:00 usr with RIME, flagged 288/27333
2026-02-10 16:51:23,827; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-13 00:00:00 2022-11-16 00:00:00 dlr with RIME, flagged 4/27333
2026-02-10 16:51:23,833; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-13 00:00:00 2022-11-16 00:00:00 ulr with RIME, flagged 4/27333
2026-02-10 16:51:23,839; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-13 00:00:00 2022-11-16 00:00:00 dsr with RIME, flagged 4/27333
2026-02-10 16:51:23,845; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-13 00:00:00 2022-11-16 00:00:00 usr with RIME, flagged 4/27333
2026-02-10 16:51:23,852; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-21 00:00:00 2022-11-23 00:00:00 dlr with RIME, flagged 3/27333
2026-02-10 16:51:23,858; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-21 00:00:00 2022-11-23 00:00:00 ulr with RIME, flagged 3/27333
2026-02-10 16:51:23,865; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-21 00:00:00 2022-11-23 00:00:00 dsr with RIME, flagged 3/27333
2026-02-10 16:51:23,871; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-21 00:00:00 2022-11-23 00:00:00 usr with RIME, flagged 3/27333
2026-02-10 16:51:23,878; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-26 00:00:00 2022-12-02 00:00:00 dlr with RIME, flagged 6/27333
2026-02-10 16:51:23,884; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-26 00:00:00 2022-12-02 00:00:00 ulr with RIME, flagged 6/27333
2026-02-10 16:51:23,891; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-26 00:00:00 2022-12-02 00:00:00 dsr with RIME, flagged 6/27333
2026-02-10 16:51:23,897; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-11-26 00:00:00 2022-12-02 00:00:00 usr with RIME, flagged 6/27333
2026-02-10 16:51:23,904; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-21 00:00:00 2022-12-23 00:00:00 dlr with RIME, flagged 2/27333
2026-02-10 16:51:23,910; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-21 00:00:00 2022-12-23 00:00:00 ulr with RIME, flagged 2/27333
2026-02-10 16:51:23,916; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-21 00:00:00 2022-12-23 00:00:00 dsr with RIME, flagged 2/27333
2026-02-10 16:51:23,923; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-12-21 00:00:00 2022-12-23 00:00:00 usr with RIME, flagged 2/27333
2026-02-10 16:51:23,927; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-03-26 00:00:00 2023-03-29 00:00:00 dlr with RIME, flagged 0/27333
2026-02-10 16:51:23,931; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-03-26 00:00:00 2023-03-29 00:00:00 ulr with RIME, flagged 0/27333
2026-02-10 16:51:23,935; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-03-26 00:00:00 2023-03-29 00:00:00 dsr with RIME, flagged 0/27333
2026-02-10 16:51:23,939; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-03-26 00:00:00 2023-03-29 00:00:00 usr with RIME, flagged 0/27333
2026-02-10 16:51:23,946; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-01 00:00:00 2023-04-05 00:00:00 dlr with RIME, flagged 1/27333
2026-02-10 16:51:23,952; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-01 00:00:00 2023-04-05 00:00:00 ulr with RIME, flagged 1/27333
2026-02-10 16:51:23,958; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-01 00:00:00 2023-04-05 00:00:00 dsr with RIME, flagged 1/27333
2026-02-10 16:51:23,963; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-01 00:00:00 2023-04-05 00:00:00 usr with RIME, flagged 1/27333
2026-02-10 16:51:23,969; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-19 00:00:00 2023-04-24 00:00:00 dlr with RIME, flagged 121/27333
2026-02-10 16:51:23,974; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-19 00:00:00 2023-04-24 00:00:00 ulr with RIME, flagged 121/27333
2026-02-10 16:51:23,979; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-19 00:00:00 2023-04-24 00:00:00 dsr with RIME, flagged 121/27333
2026-02-10 16:51:23,984; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-04-19 00:00:00 2023-04-24 00:00:00 usr with RIME, flagged 121/27333
2026-02-10 16:51:23,989; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-05-23 00:00:00 2023-05-25 00:00:00 dlr with RIME, flagged 49/27333
2026-02-10 16:51:23,994; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-05-23 00:00:00 2023-05-25 00:00:00 ulr with RIME, flagged 49/27333
2026-02-10 16:51:23,999; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-05-23 00:00:00 2023-05-25 00:00:00 dsr with RIME, flagged 49/27333
2026-02-10 16:51:24,004; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-05-23 00:00:00 2023-05-25 00:00:00 usr with RIME, flagged 49/27333
2026-02-10 16:51:24,008; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-09-02 00:00:00 2011-09-12 00:00:00 z_pt_cor with CHECKME, flagged 0/27333
2026-02-10 16:51:24,012; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-08-27 00:00:00 2012-11-06 00:00:00 z_pt_cor with CHECKME, flagged 0/27333
2026-02-10 16:51:24,016; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-09-07 00:00:00 2019-09-17 00:00:00 z_pt_cor with CHECKME, flagged 0/27333
2026-02-10 16:51:24,022; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-09-03 00:00:00 2021-09-12 00:00:00 z_pt_cor with CHECKME, flagged 216/27333
2026-02-10 16:51:24,028; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-08-12 00:00:00 2023-08-16 00:00:00 z_pt_cor with NAN, flagged 97/27333
2026-02-10 16:51:24,033; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-09-17 10:00:00 2023-12-01 00:00:00 z_pt_cor with NAN, flagged 970/27333
2026-02-10 16:51:24,039; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2025-09-01 00:00:00 2025-10-01 00:00:00 z_pt_cor with NAN, flagged 714/27333
2026-02-10 16:51:24,043; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2011-06-02 00:00:00 2011-07-29 00:00:00 z_stake with CHECKME, flagged 0/27333
2026-02-10 16:51:24,047; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-06-30 00:00:00 2015-08-13 00:00:00 z_stake with CHECKME, flagged 0/27333
2026-02-10 16:51:24,630; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/UPE_U.csv
2026-02-10 16:51:24,648; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 min_filter -30.0 flagged 0/27333
2026-02-10 16:51:24,654; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 min_filter -30.0 flagged 0/27333
2026-02-10 16:51:24,661; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 min_filter -30.0 flagged 0/27333
2026-02-10 16:51:24,667; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 min_filter -30.0 flagged 0/27333
2026-02-10 16:51:24,673; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 min_filter -30.0 flagged 834/27333
2026-02-10 16:51:24,678; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 min_filter -30.0 flagged 0/27333
2026-02-10 16:51:24,683; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 min_filter -30.0 flagged 0/27333
2026-02-10 16:51:24,689; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 min_filter -30.0 flagged 0/27333
2026-02-10 16:51:24,691; INFO; pypromice.core.qc.github_data_issues; ---> 2012-08-11 00:00:00 2015-08-03 13:00:00 wdir_u rotate 180.0
2026-02-10 16:51:24,691; INFO; pypromice.core.qc.github_data_issues; Time range does not intersect with dataset
2026-02-10 16:51:24,696; DEBUG; pypromice.core.qc.github_data_issues; ---> None None z_boom_cor_u max_filter 2.8 flagged 15/27333
2026-02-10 16:51:24,697; INFO; pypromice.core.qc.github_data_issues; could not adjust z_ice_surf not in dataset
2026-02-10 16:51:24,697; INFO; pypromice.core.qc.github_data_issues; could not adjust z_surf_2 not in dataset
2026-02-10 16:51:26,315; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:51:28,535; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:51:28,648; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:51:31,054; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/UPE_U/UPE_U_hour.csv
2026-02-10 16:51:31,054; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L2_test/tx/UPE_U/UPE_U_hour.nc
2026-02-10 16:51:31,055; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//raw/config/UPE_U.toml, inpath=../aws-l0//raw/UPE_U/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:51:31,105; DEBUG; pypromice.pipeline.aws; Source information: {'pypromice': '1.5.1', 'l0_config_file': 'UPE_U.toml:4bdadcfd32851bd1d43433658ee1f333a340ed01', 'l0_data_root': '4bdadcfd32851bd1d43433658ee1f333a340ed01', 'data_issues': 'a469096a07c8232cfb9c3d702402eeec79075bfb'}
2026-02-10 16:51:31,125; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2011_raw.txt
2026-02-10 16:51:31,487; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2011_raw.txt
2026-02-10 16:51:32,103; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2011_raw.txt
2026-02-10 16:51:32,110; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2012_raw.txt
2026-02-10 16:51:32,284; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2012_raw.txt
2026-02-10 16:51:32,655; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2012_raw.txt
2026-02-10 16:51:32,663; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2013_raw.txt
2026-02-10 16:51:32,833; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2013_raw.txt
2026-02-10 16:51:33,133; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2013_raw.txt
2026-02-10 16:51:33,140; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2015_raw.txt
2026-02-10 16:51:33,526; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2015_raw.txt
2026-02-10 16:51:34,145; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2015_raw.txt
2026-02-10 16:51:34,155; INFO; pypromice.io.ingest.l0; Detected L0 file type 'csv_default' for ../aws-l0/raw/UPE_U/UPE_U_2015_raw_transmitted.txt
2026-02-10 16:51:34,173; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2015_raw_transmitted.txt
2026-02-10 16:51:35,063; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2017_raw_SlimTableMem.txt
2026-02-10 16:51:35,111; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2017_raw_SlimTableMem.txt
2026-02-10 16:51:35,200; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2017_raw_SlimTableMem.txt
2026-02-10 16:51:35,206; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2018_raw.txt
2026-02-10 16:51:35,412; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2018_raw.txt
2026-02-10 16:51:35,723; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2018_raw.txt
2026-02-10 16:51:35,732; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2020_raw.txt
2026-02-10 16:51:36,148; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2020_raw.txt
2026-02-10 16:51:36,924; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2020_raw.txt
2026-02-10 16:51:36,940; INFO; pypromice.io.ingest.l0; Detected L0 file type 'csv_default' for ../aws-l0/raw/UPE_U/UPE_U_2020_raw_transmitted.txt
2026-02-10 16:51:36,978; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2020_raw_transmitted.txt
2026-02-10 16:51:37,864; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2023_raw_SlimTableMem.txt
2026-02-10 16:51:37,896; INFO; pypromice.io.ingest.l0; Detected L0 file type 'toa5' for ../aws-l0/raw/UPE_U/UPE_U_2023_raw_SlimTableMem.txt
2026-02-10 16:51:37,983; INFO; pypromice.io.ingest.l0; L0 data successfully loaded from UPE_U_2023_raw_SlimTableMem.txt
2026-02-10 16:51:38,054; INFO; pypromice.pipeline.aws; Level 1 processing...
2026-02-10 16:51:58,117; INFO; pypromice.pipeline.aws; Level 2 processing...
2026-02-10 16:52:12,693; DEBUG; pypromice.core.qc.persistence; Running persistence_qc using {'t_i': {'max_diff': 0.0001, 'period': 2}, 't_u': {'max_diff': 0.0001, 'period': 2}, 't_l': {'max_diff': 0.0001, 'period': 2}, 'p_i': {'max_diff': 0.0001, 'period': 3}, 'p_u': {'max_diff': 0.0001, 'period': 150}, 'p_l': {'max_diff': 0.0001, 'period': 150}, 'gps_lat_lon': {'max_diff': 1e-06, 'period': 6}, 'gps_alt': {'max_diff': 0.0001, 'period': 6}, 't_rad': {'max_diff': 0.0001, 'period': 2}, 'rh_i': {'max_diff': 0.0001, 'period': 2}, 'rh_u': {'max_diff': 0.0001, 'period': 2}, 'rh_l': {'max_diff': 0.0001, 'period': 2}, 'wspd_i': {'max_diff': 0.0001, 'period': 6}, 'wspd_u': {'max_diff': 0.0001, 'period': 6}, 'wspd_l': {'max_diff': 0.0001, 'period': 6}}
2026-02-10 16:52:19,399; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 5/508829
2026-02-10 16:52:25,402; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_u (tol=1.0, factor=2.0): filtering 0/508829
2026-02-10 16:52:26,073; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 35/508829
2026-02-10 16:52:32,198; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_u (tol=3.0, factor=2.2): filtering 0/508829
2026-02-10 16:52:32,858; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 17/508829
2026-02-10 16:52:39,041; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on rh_u (tol=2.0, factor=3.5): filtering 7/508829
2026-02-10 16:52:39,737; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 154/508829
2026-02-10 16:52:45,910; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on wspd_u (tol=0.5, factor=2.0): filtering 40/508829
2026-02-10 16:52:46,550; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 302/508829
2026-02-10 16:52:52,570; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_1 (tol=0.5, factor=1.5): filtering 55/508829
2026-02-10 16:52:53,249; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 302/508829
2026-02-10 16:52:59,270; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_2 (tol=0.5, factor=1.5): filtering 35/508829
2026-02-10 16:52:59,858; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 232/508829
2026-02-10 16:53:05,866; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_3 (tol=0.5, factor=1.5): filtering 45/508829
2026-02-10 16:53:06,451; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 208/508829
2026-02-10 16:53:12,517; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_4 (tol=0.5, factor=1.5): filtering 42/508829
2026-02-10 16:53:13,126; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 210/508829
2026-02-10 16:53:19,215; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_5 (tol=0.5, factor=1.5): filtering 96/508829
2026-02-10 16:53:19,802; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 118/508829
2026-02-10 16:53:25,881; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_6 (tol=0.5, factor=1.5): filtering 29/508829
2026-02-10 16:53:26,449; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 88/508829
2026-02-10 16:53:32,545; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_7 (tol=0.5, factor=1.5): filtering 22/508829
2026-02-10 16:53:33,147; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 53/508829
2026-02-10 16:53:39,156; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on t_i_8 (tol=0.5, factor=1.5): filtering 28/508829
2026-02-10 16:53:39,233; INFO; pypromice.core.qc.rate_of_change_filter; ROC filter on p_i (tol=1.0, factor=2.0): filtering 0/508829
