KPC_U

 ======== test get_l2 ========= 

2026-02-10 16:02:04,362; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/KPC_U.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:02:14,279; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2012-11-27 00:00:00 2012-12-09 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,282; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-17 00:00:00 2013-01-20 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,285; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-17 00:00:00 2013-01-20 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,288; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-17 00:00:00 2013-01-20 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,291; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-17 00:00:00 2013-01-20 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,294; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-24 00:00:00 2013-02-05 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,297; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-24 00:00:00 2013-02-05 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,300; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-24 00:00:00 2013-02-05 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,303; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-01-24 00:00:00 2013-02-05 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,306; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-09-22 00:00:00 2013-09-25 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,309; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-09-22 00:00:00 2013-09-25 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,312; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-09-22 00:00:00 2013-09-25 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,315; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-09-22 00:00:00 2013-09-25 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,319; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-09-30 00:00:00 2013-10-14 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,322; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-09-30 00:00:00 2013-10-14 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,324; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-09-30 00:00:00 2013-10-14 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,327; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-09-30 00:00:00 2013-10-14 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,331; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-12-17 00:00:00 2014-01-09 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,334; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-12-17 00:00:00 2014-01-09 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,337; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-12-17 00:00:00 2014-01-09 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,340; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2013-12-17 00:00:00 2014-01-09 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,343; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-04 00:00:00 2014-02-20 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,346; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-04 00:00:00 2014-02-20 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,349; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-04 00:00:00 2014-02-20 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,352; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-04 00:00:00 2014-02-20 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,355; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-28 00:00:00 2014-03-02 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,358; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-28 00:00:00 2014-03-02 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,361; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-28 00:00:00 2014-03-02 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,364; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-02-28 00:00:00 2014-03-02 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,367; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-10-15 00:00:00 2014-10-22 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,370; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-10-15 00:00:00 2014-10-22 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,373; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-10-15 00:00:00 2014-10-22 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,376; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-10-15 00:00:00 2014-10-22 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,379; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-04 00:00:00 2014-12-10 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,382; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-04 00:00:00 2014-12-10 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,385; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-04 00:00:00 2014-12-10 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,388; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-04 00:00:00 2014-12-10 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,391; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-29 00:00:00 2015-01-03 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,394; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-29 00:00:00 2015-01-03 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,397; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-29 00:00:00 2015-01-03 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,400; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2014-12-29 00:00:00 2015-01-03 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,403; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-09-01 00:00:00 2015-09-03 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,406; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-09-01 00:00:00 2015-09-03 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,409; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-09-01 00:00:00 2015-09-03 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,412; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2015-09-01 00:00:00 2015-09-03 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,416; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-08 00:00:00 2016-01-11 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,419; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-08 00:00:00 2016-01-11 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,421; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-08 00:00:00 2016-01-11 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,424; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-08 00:00:00 2016-01-11 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,428; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-28 00:00:00 2016-02-01 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,431; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-28 00:00:00 2016-02-01 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,433; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-28 00:00:00 2016-02-01 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,436; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2016-01-28 00:00:00 2016-02-01 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,440; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-30 00:00:00 2017-12-05 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,443; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-30 00:00:00 2017-12-05 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,445; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-30 00:00:00 2017-12-05 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,448; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-11-30 00:00:00 2017-12-05 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,452; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-22 00:00:00 2018-02-03 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,454; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-22 00:00:00 2018-02-03 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,457; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-22 00:00:00 2018-02-03 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,460; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-22 00:00:00 2018-02-03 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,463; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-15 00:00:00 2018-02-19 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,466; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-15 00:00:00 2018-02-19 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,469; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-15 00:00:00 2018-02-19 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,472; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-15 00:00:00 2018-02-19 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,476; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-09 00:00:00 2018-03-15 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,479; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-09 00:00:00 2018-03-15 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,481; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-09 00:00:00 2018-03-15 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,484; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-09 00:00:00 2018-03-15 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,488; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-09-21 00:00:00 2018-09-25 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,491; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-09-21 00:00:00 2018-09-25 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,494; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-09-21 00:00:00 2018-09-25 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,497; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-09-21 00:00:00 2018-09-25 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,500; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-17 00:00:00 2018-10-20 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,503; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-17 00:00:00 2018-10-20 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,506; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-17 00:00:00 2018-10-20 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,508; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-17 00:00:00 2018-10-20 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,512; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-11-06 00:00:00 2018-11-08 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,515; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-11-06 00:00:00 2018-11-08 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,517; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-11-06 00:00:00 2018-11-08 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,520; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-11-06 00:00:00 2018-11-08 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,524; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-17 00:00:00 2019-01-23 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,527; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-17 00:00:00 2019-01-23 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,530; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-17 00:00:00 2019-01-23 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,533; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-17 00:00:00 2019-01-23 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,536; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-03 00:00:00 2019-02-06 00:00:00 dlr with RIME, flagged 0/30948
2026-02-10 16:02:14,539; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-03 00:00:00 2019-02-06 00:00:00 ulr with RIME, flagged 0/30948
2026-02-10 16:02:14,542; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-03 00:00:00 2019-02-06 00:00:00 dsr with RIME, flagged 0/30948
2026-02-10 16:02:14,544; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-03 00:00:00 2019-02-06 00:00:00 usr with RIME, flagged 0/30948
2026-02-10 16:02:14,550; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-06 00:00:00 2019-12-16 00:00:00 dlr with RIME, flagged 11/30948
2026-02-10 16:02:14,554; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-06 00:00:00 2019-12-16 00:00:00 ulr with RIME, flagged 11/30948
2026-02-10 16:02:14,559; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-06 00:00:00 2019-12-16 00:00:00 dsr with RIME, flagged 11/30948
2026-02-10 16:02:14,563; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-06 00:00:00 2019-12-16 00:00:00 usr with RIME, flagged 11/30948
2026-02-10 16:02:14,568; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-24 00:00:00 dlr with RIME, flagged 73/30948
2026-02-10 16:02:14,572; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-24 00:00:00 ulr with RIME, flagged 73/30948
2026-02-10 16:02:14,577; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-24 00:00:00 dsr with RIME, flagged 73/30948
2026-02-10 16:02:14,581; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-24 00:00:00 usr with RIME, flagged 73/30948
2026-02-10 16:02:14,586; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-17 00:00:00 2020-12-25 00:00:00 dlr with RIME, flagged 9/30948
2026-02-10 16:02:14,590; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-17 00:00:00 2020-12-25 00:00:00 ulr with RIME, flagged 9/30948
2026-02-10 16:02:14,595; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-17 00:00:00 2020-12-25 00:00:00 dsr with RIME, flagged 9/30948
2026-02-10 16:02:14,599; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-17 00:00:00 2020-12-25 00:00:00 usr with RIME, flagged 9/30948
2026-02-10 16:02:14,605; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-16 00:00:00 2021-01-21 00:00:00 dlr with RIME, flagged 6/30948
2026-02-10 16:02:14,610; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-16 00:00:00 2021-01-21 00:00:00 ulr with RIME, flagged 6/30948
2026-02-10 16:02:14,614; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-16 00:00:00 2021-01-21 00:00:00 dsr with RIME, flagged 6/30948
2026-02-10 16:02:14,619; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-16 00:00:00 2021-01-21 00:00:00 usr with RIME, flagged 6/30948
2026-02-10 16:02:14,624; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-26 00:00:00 2021-01-28 00:00:00 dlr with RIME, flagged 3/30948
2026-02-10 16:02:14,628; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-26 00:00:00 2021-01-28 00:00:00 ulr with RIME, flagged 3/30948
2026-02-10 16:02:14,633; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-26 00:00:00 2021-01-28 00:00:00 dsr with RIME, flagged 3/30948
2026-02-10 16:02:14,637; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-26 00:00:00 2021-01-28 00:00:00 usr with RIME, flagged 3/30948
2026-02-10 16:02:14,642; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-19 00:00:00 2021-12-06 00:00:00 dlr with RIME, flagged 18/30948
2026-02-10 16:02:14,646; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-19 00:00:00 2021-12-06 00:00:00 ulr with RIME, flagged 18/30948
2026-02-10 16:02:14,651; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-19 00:00:00 2021-12-06 00:00:00 dsr with RIME, flagged 18/30948
2026-02-10 16:02:14,655; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-11-19 00:00:00 2021-12-06 00:00:00 usr with RIME, flagged 18/30948
2026-02-10 16:02:14,660; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-16 00:00:00 2022-09-21 00:00:00 dlr with RIME, flagged 121/30948
2026-02-10 16:02:14,665; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-16 00:00:00 2022-09-21 00:00:00 ulr with RIME, flagged 121/30948
2026-02-10 16:02:14,669; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-16 00:00:00 2022-09-21 00:00:00 dsr with RIME, flagged 121/30948
2026-02-10 16:02:14,674; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-16 00:00:00 2022-09-21 00:00:00 usr with RIME, flagged 121/30948
2026-02-10 16:02:14,678; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-01 00:00:00 2022-10-03 00:00:00 dlr with RIME, flagged 49/30948
2026-02-10 16:02:14,683; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-01 00:00:00 2022-10-03 00:00:00 ulr with RIME, flagged 49/30948
2026-02-10 16:02:14,687; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-01 00:00:00 2022-10-03 00:00:00 dsr with RIME, flagged 49/30948
2026-02-10 16:02:14,691; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-01 00:00:00 2022-10-03 00:00:00 usr with RIME, flagged 49/30948
2026-02-10 16:02:14,696; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-25 00:00:00 2022-10-27 00:00:00 dlr with RIME, flagged 48/30948
2026-02-10 16:02:14,700; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-25 00:00:00 2022-10-27 00:00:00 ulr with RIME, flagged 48/30948
2026-02-10 16:02:14,704; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-25 00:00:00 2022-10-27 00:00:00 dsr with RIME, flagged 48/30948
2026-02-10 16:02:14,709; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-25 00:00:00 2022-10-27 00:00:00 usr with RIME, flagged 48/30948
2026-02-10 16:02:14,713; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-10-13 00:00:00 2023-10-19 00:00:00 dlr with RIME, flagged 145/30948
2026-02-10 16:02:14,717; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-10-13 00:00:00 2023-10-19 00:00:00 ulr with RIME, flagged 145/30948
2026-02-10 16:02:14,721; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-10-13 00:00:00 2023-10-19 00:00:00 dsr with RIME, flagged 145/30948
2026-02-10 16:02:14,725; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-10-13 00:00:00 2023-10-19 00:00:00 usr with RIME, flagged 145/30948
2026-02-10 16:02:14,730; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-10-18 00:00:00 2024-10-20 00:00:00 dlr with RIME, flagged 49/30948
2026-02-10 16:02:14,734; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-10-18 00:00:00 2024-10-20 00:00:00 ulr with RIME, flagged 49/30948
2026-02-10 16:02:14,738; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-10-18 00:00:00 2024-10-20 00:00:00 dsr with RIME, flagged 49/30948
2026-02-10 16:02:14,742; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2024-10-18 00:00:00 2024-10-20 00:00:00 usr with RIME, flagged 49/30948
2026-02-10 16:02:14,748; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-06-28 00:00:00 2026-02-10 00:00:00 t_i_1 with NAN, flagged 30948/30948
2026-02-10 16:02:14,755; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-06-28 00:00:00 2026-02-10 00:00:00 t_i_2 with NAN, flagged 30948/30948
2026-02-10 16:02:14,762; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-06-28 00:00:00 2026-02-10 00:00:00 t_i_3 with NAN, flagged 30948/30948
2026-02-10 16:02:14,769; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-06-28 00:00:00 2026-02-10 00:00:00 t_i_4 with NAN, flagged 30948/30948
2026-02-10 16:02:14,776; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-06-28 00:00:00 2026-02-10 00:00:00 t_i_5 with NAN, flagged 30948/30948
2026-02-10 16:02:14,783; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-06-28 00:00:00 2026-02-10 00:00:00 t_i_6 with NAN, flagged 30948/30948
2026-02-10 16:02:14,789; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-06-28 00:00:00 2026-02-10 00:00:00 t_i_7 with NAN, flagged 30948/30948
2026-02-10 16:02:14,796; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-06-28 00:00:00 2026-02-10 00:00:00 t_i_8 with NAN, flagged 30948/30948
2026-02-10 16:02:14,804; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-05 00:00:00 2026-02-10 00:00:00 tilt_x with NAN, flagged 29726/30948
2026-02-10 16:02:14,809; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-05 00:00:00 2026-02-10 00:00:00 tilt_y with NAN, flagged 29726/30948
2026-02-10 16:02:14,812; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-07-03 00:00:00 2019-07-13 12:30:00 z_boom_u with NAN, flagged 0/30948
2026-02-10 16:02:14,818; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2006-07-10 00:00:00 2026-02-10 00:00:00 z_pt_cor with NAN, flagged 30948/30948
2026-02-10 16:02:15,342; INFO; pypromice.core.qc.github_data_issues; Using file: ../PROMICE-AWS-data-issues/adjustments/KPC_U.csv
2026-02-10 16:02:15,360; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_alt min_filter 800.0 flagged 0/30948
2026-02-10 16:02:15,365; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_alt max_filter 1000.0 flagged 0/30948
2026-02-10 16:02:15,370; DEBUG; pypromice.core.qc.github_data_issues; ---> 2013-10-01 00:00:00 2020-10-01 00:00:00 gps_lat min_filter 79.833 flagged 0/30948
2026-02-10 16:02:15,374; DEBUG; pypromice.core.qc.github_data_issues; ---> None 2020-10-01 00:00:00 gps_lat max_filter 79.836 flagged 0/30948
2026-02-10 16:02:15,378; DEBUG; pypromice.core.qc.github_data_issues; ---> None 2020-10-01 00:00:00 gps_lon min_filter 25.16 flagged 0/30948
2026-02-10 16:02:15,383; DEBUG; pypromice.core.qc.github_data_issues; ---> None None gps_lon max_filter 25.178 flagged 0/30948
2026-02-10 16:02:15,389; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_1 min_filter -30.0 flagged 0/30948
2026-02-10 16:02:15,395; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_2 min_filter -30.0 flagged 0/30948
2026-02-10 16:02:15,401; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_3 min_filter -30.0 flagged 0/30948
2026-02-10 16:02:15,407; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_4 min_filter -30.0 flagged 0/30948
2026-02-10 16:02:15,413; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_5 min_filter -30.0 flagged 0/30948
2026-02-10 16:02:15,418; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_6 min_filter -30.0 flagged 0/30948
2026-02-10 16:02:15,424; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_7 min_filter -30.0 flagged 0/30948
2026-02-10 16:02:15,430; DEBUG; pypromice.core.qc.github_data_issues; ---> None None t_i_8 min_filter -30.0 flagged 0/30948
