LYN_L

 ======== test get_l2 ========= 

2026-02-10 16:10:56,816; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/LYN_L.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:13:26,350; DEBUG; pypromice.pipeline.L2toL3; 2019: Ablation from 2019-06-27 14:00:00 to 2019-08-31 23:00:00
2026-02-10 16:13:26,358; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:13:26,358; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:13:26,360; DEBUG; pypromice.pipeline.L2toL3; 2020: Ablation from 2020-06-01 00:00:00 to 2020-08-31 23:00:00
2026-02-10 16:13:26,366; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:13:26,366; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:13:26,367; DEBUG; pypromice.pipeline.L2toL3; 2021: Ablation from 2021-06-01 00:00:00 to 2021-08-31 23:00:00
2026-02-10 16:13:26,373; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:13:26,373; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:13:26,375; DEBUG; pypromice.pipeline.L2toL3; 2022: Ablation from 2022-06-01 00:00:00 to 2022-08-31 23:00:00
2026-02-10 16:13:26,381; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:13:26,381; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:13:26,382; DEBUG; pypromice.pipeline.L2toL3; 2023: Ablation from 2023-06-01 00:00:00 to 2023-08-31 23:00:00
2026-02-10 16:13:26,388; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:13:26,388; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:13:26,389; DEBUG; pypromice.pipeline.L2toL3; 2024: Ablation from 2024-06-01 00:00:00 to 2024-08-31 23:00:00
2026-02-10 16:13:26,394; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:13:26,394; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:13:26,395; DEBUG; pypromice.pipeline.L2toL3; 2025: Ablation from 2025-06-01 00:00:00 to 2025-08-31 23:00:00
2026-02-10 16:13:26,400; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 16:13:26,400; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 16:13:26,401; DEBUG; pypromice.pipeline.L2toL3; 2026: Ablation from 2025-12-30 10:00:00 to 2025-12-30 10:00:00
2026-02-10 16:13:26,418; INFO; pypromice.pipeline.L2toL3; surface height combination finished
2026-02-10 16:13:26,461; INFO; pypromice.pipeline.L2toL3; Calculating thermistor depth
2026-02-10 16:13:26,468; INFO; pypromice.pipeline.L2toL3; No maintenance at LYN_L
2026-02-10 16:13:26,489; INFO; pypromice.pipeline.L2toL3; interpolating 10 m firn/ice temperature (on hourly values)
2026-02-10 16:13:29,253; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:13:29,634; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 16:13:29,780; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:13:32,728; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/LYN_L/LYN_L_hour.csv
2026-02-10 16:13:32,728; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/LYN_L/LYN_L_hour.nc
2026-02-10 16:13:32,735; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:13:32,876; INFO; pypromice.io.write; Resampling to 1D
2026-02-10 16:13:33,009; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:13:33,579; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/LYN_L/LYN_L_day.csv
2026-02-10 16:13:33,579; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/LYN_L/LYN_L_day.nc
2026-02-10 16:13:33,587; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 16:13:33,727; INFO; pypromice.io.write; Resampling to MS
2026-02-10 16:13:33,854; INFO; pypromice.io.write; Writing to files...
2026-02-10 16:13:34,644; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/LYN_L/LYN_L_month.csv
2026-02-10 16:13:34,644; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/LYN_L/LYN_L_month.nc
