NUK_K

 ======== test get_l2 ========= 

2026-02-10 16:16:13,605; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/NUK_K.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 16:16:23,167; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-19 00:00:00 2017-12-21 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,171; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-29 00:00:00 2018-01-04 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,175; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-29 00:00:00 2018-01-04 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,177; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-29 00:00:00 2018-01-04 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,180; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2017-12-29 00:00:00 2018-01-04 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,183; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-14 00:00:00 2018-01-19 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,186; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-14 00:00:00 2018-01-19 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,188; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-14 00:00:00 2018-01-19 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,191; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-14 00:00:00 2018-01-19 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,194; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-28 00:00:00 2018-02-03 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,197; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-28 00:00:00 2018-02-03 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,199; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-28 00:00:00 2018-02-03 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,202; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-01-28 00:00:00 2018-02-03 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,205; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-10 00:00:00 2018-02-18 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,208; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-10 00:00:00 2018-02-18 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,210; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-10 00:00:00 2018-02-18 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,214; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-10 00:00:00 2018-02-18 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,218; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-24 00:00:00 2018-02-26 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,221; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-24 00:00:00 2018-02-26 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,223; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-24 00:00:00 2018-02-26 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,226; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-02-24 00:00:00 2018-02-26 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,229; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-05 00:00:00 2018-03-10 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,232; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-05 00:00:00 2018-03-10 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,234; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-05 00:00:00 2018-03-10 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,237; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-05 00:00:00 2018-03-10 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,241; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-23 00:00:00 2018-03-26 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,243; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-23 00:00:00 2018-03-26 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,246; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-23 00:00:00 2018-03-26 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,248; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-03-23 00:00:00 2018-03-26 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,252; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-12 00:00:00 2018-04-14 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,254; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-12 00:00:00 2018-04-14 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,257; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-12 00:00:00 2018-04-14 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,260; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-04-12 00:00:00 2018-04-14 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,263; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-05-04 00:00:00 2018-05-07 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,266; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-05-04 00:00:00 2018-05-07 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,268; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-05-04 00:00:00 2018-05-07 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,271; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-05-04 00:00:00 2018-05-07 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,274; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-07 00:00:00 2018-10-11 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,277; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-07 00:00:00 2018-10-11 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,279; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-07 00:00:00 2018-10-11 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,282; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-10-07 00:00:00 2018-10-11 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,285; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-07 00:00:00 2018-12-09 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,288; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-07 00:00:00 2018-12-09 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,291; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-07 00:00:00 2018-12-09 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,293; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-07 00:00:00 2018-12-09 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,296; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-17 00:00:00 2018-12-19 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,299; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-17 00:00:00 2018-12-19 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,302; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-17 00:00:00 2018-12-19 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,304; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-17 00:00:00 2018-12-19 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,308; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-23 00:00:00 2018-12-31 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,310; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-23 00:00:00 2018-12-31 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,313; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-23 00:00:00 2018-12-31 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,316; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2018-12-23 00:00:00 2018-12-31 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,319; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-13 00:00:00 2019-01-24 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,322; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-13 00:00:00 2019-01-24 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,324; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-13 00:00:00 2019-01-24 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,327; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-01-13 00:00:00 2019-01-24 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,330; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-07 00:00:00 2019-02-09 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,333; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-07 00:00:00 2019-02-09 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,335; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-07 00:00:00 2019-02-09 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,338; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-07 00:00:00 2019-02-09 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,341; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-14 00:00:00 2019-02-18 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,344; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-14 00:00:00 2019-02-18 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,346; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-14 00:00:00 2019-02-18 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,349; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-14 00:00:00 2019-02-18 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,352; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-22 00:00:00 2019-02-26 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,355; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-22 00:00:00 2019-02-26 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,357; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-22 00:00:00 2019-02-26 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,360; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-02-22 00:00:00 2019-02-26 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,363; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-13 00:00:00 2019-12-16 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,365; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-13 00:00:00 2019-12-16 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,368; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-13 00:00:00 2019-12-16 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,371; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-13 00:00:00 2019-12-16 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,374; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-20 00:00:00 2019-12-22 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,376; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-20 00:00:00 2019-12-22 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,379; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-20 00:00:00 2019-12-22 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,382; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-20 00:00:00 2019-12-22 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,385; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-30 00:00:00 2020-01-03 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,388; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-30 00:00:00 2020-01-03 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,390; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-30 00:00:00 2020-01-03 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,393; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2019-12-30 00:00:00 2020-01-03 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,396; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-10 00:00:00 2020-01-18 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,399; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-10 00:00:00 2020-01-18 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,401; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-10 00:00:00 2020-01-18 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,404; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-10 00:00:00 2020-01-18 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,407; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-25 00:00:00 2020-02-03 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,409; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-25 00:00:00 2020-02-03 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,412; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-25 00:00:00 2020-02-03 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,415; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-01-25 00:00:00 2020-02-03 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,418; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-16 00:00:00 2020-02-21 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,421; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-16 00:00:00 2020-02-21 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,423; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-16 00:00:00 2020-02-21 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,426; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-16 00:00:00 2020-02-21 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,429; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-26 00:00:00 2020-03-02 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,432; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-26 00:00:00 2020-03-02 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,435; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-26 00:00:00 2020-03-02 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,437; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-02-26 00:00:00 2020-03-02 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,441; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-27 00:00:00 2020-04-29 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,443; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-27 00:00:00 2020-04-29 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,446; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-27 00:00:00 2020-04-29 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,448; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-04-27 00:00:00 2020-04-29 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,452; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-23 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,454; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-23 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,457; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-23 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,459; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-10-21 00:00:00 2020-10-23 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,462; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-01 00:00:00 2020-11-03 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,465; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-01 00:00:00 2020-11-03 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,468; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-01 00:00:00 2020-11-03 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,470; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-01 00:00:00 2020-11-03 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,474; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-11 00:00:00 2020-11-14 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,476; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-11 00:00:00 2020-11-14 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,479; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-11 00:00:00 2020-11-14 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,482; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-11-11 00:00:00 2020-11-14 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,485; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-19 00:00:00 2020-12-21 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,487; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-19 00:00:00 2020-12-21 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,490; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-19 00:00:00 2020-12-21 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,493; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2020-12-19 00:00:00 2020-12-21 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,496; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-15 00:00:00 2021-01-17 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,498; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-15 00:00:00 2021-01-17 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,501; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-15 00:00:00 2021-01-17 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,504; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-01-15 00:00:00 2021-01-17 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,507; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-02-14 00:00:00 2021-02-21 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,509; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-02-14 00:00:00 2021-02-21 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,512; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-02-14 00:00:00 2021-02-21 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,515; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-02-14 00:00:00 2021-02-21 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,518; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-07 00:00:00 2021-03-14 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,520; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-07 00:00:00 2021-03-14 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,523; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-07 00:00:00 2021-03-14 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,526; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-07 00:00:00 2021-03-14 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,529; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-22 00:00:00 2021-03-25 00:00:00 dlr with RIME, flagged 0/25598
2026-02-10 16:16:23,531; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-22 00:00:00 2021-03-25 00:00:00 ulr with RIME, flagged 0/25598
2026-02-10 16:16:23,534; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-22 00:00:00 2021-03-25 00:00:00 dsr with RIME, flagged 0/25598
2026-02-10 16:16:23,537; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2021-03-22 00:00:00 2021-03-25 00:00:00 usr with RIME, flagged 0/25598
2026-02-10 16:16:23,542; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-18 00:00:00 2022-04-22 00:00:00 dlr with RIME, flagged 97/25598
2026-02-10 16:16:23,546; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-18 00:00:00 2022-04-22 00:00:00 ulr with RIME, flagged 97/25598
2026-02-10 16:16:23,550; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-18 00:00:00 2022-04-22 00:00:00 dsr with RIME, flagged 97/25598
2026-02-10 16:16:23,554; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-04-18 00:00:00 2022-04-22 00:00:00 usr with RIME, flagged 97/25598
2026-02-10 16:16:23,559; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-30 00:00:00 2022-10-02 00:00:00 dlr with RIME, flagged 49/25598
2026-02-10 16:16:23,563; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-30 00:00:00 2022-10-02 00:00:00 ulr with RIME, flagged 49/25598
2026-02-10 16:16:23,567; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-30 00:00:00 2022-10-02 00:00:00 dsr with RIME, flagged 49/25598
2026-02-10 16:16:23,571; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-09-30 00:00:00 2022-10-02 00:00:00 usr with RIME, flagged 49/25598
2026-02-10 16:16:23,575; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-05 00:00:00 2022-10-13 00:00:00 dlr with RIME, flagged 193/25598
2026-02-10 16:16:23,579; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-05 00:00:00 2022-10-13 00:00:00 ulr with RIME, flagged 193/25598
2026-02-10 16:16:23,583; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-05 00:00:00 2022-10-13 00:00:00 dsr with RIME, flagged 193/25598
2026-02-10 16:16:23,587; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2022-10-05 00:00:00 2022-10-13 00:00:00 usr with RIME, flagged 193/25598
2026-02-10 16:16:23,592; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-11-09 00:00:00 2023-11-12 00:00:00 dlr with RIME, flagged 73/25598
2026-02-10 16:16:23,596; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-11-09 00:00:00 2023-11-12 00:00:00 ulr with RIME, flagged 73/25598
2026-02-10 16:16:23,600; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-11-09 00:00:00 2023-11-12 00:00:00 dsr with RIME, flagged 73/25598
2026-02-10 16:16:23,604; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-11-09 00:00:00 2023-11-12 00:00:00 usr with RIME, flagged 73/25598
2026-02-10 16:16:23,609; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-13 00:00:00 2023-12-15 00:00:00 dlr with RIME, flagged 49/25598
2026-02-10 16:16:23,613; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-13 00:00:00 2023-12-15 00:00:00 ulr with RIME, flagged 49/25598
2026-02-10 16:16:23,617; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-13 00:00:00 2023-12-15 00:00:00 dsr with RIME, flagged 49/25598
2026-02-10 16:16:23,621; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-13 00:00:00 2023-12-15 00:00:00 usr with RIME, flagged 49/25598
2026-02-10 16:16:23,625; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-20 00:00:00 2023-12-23 00:00:00 dlr with RIME, flagged 73/25598
2026-02-10 16:16:23,629; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-20 00:00:00 2023-12-23 00:00:00 ulr with RIME, flagged 73/25598
2026-02-10 16:16:23,634; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-20 00:00:00 2023-12-23 00:00:00 dsr with RIME, flagged 73/25598
2026-02-10 16:16:23,638; DEBUG; pypromice.core.qc.github_data_issues; ---> flagging 2023-12-20 00:00:00 2023-12-23 00:00:00 usr with RIME, flagged 73/25598
