FRE

 ======== test get_l2 ========= 

2026-02-10 15:48:54,485; DEBUG; pypromice.pipeline.aws; AWS(config_file=../aws-l0//tx/config/FRE.toml, inpath=../aws-l0//tx/, data_issues_repository=../PROMICE-AWS-data-issues, var_file=None, meta_file=None)
2026-02-10 15:52:27,391; DEBUG; pypromice.pipeline.L2toL3; 2024: Ablation from 2024-07-09 22:00:00 to 2024-09-02 02:00:00
2026-02-10 15:52:27,396; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 15:52:27,397; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 15:52:27,398; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,398; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 15:52:27,399; DEBUG; pypromice.pipeline.L2toL3; 2025: Ablation from 2025-07-19 00:00:00 to 2025-09-03 15:00:00
2026-02-10 15:52:27,404; DEBUG; pypromice.pipeline.L2toL3; adjusting hs2 to z
2026-02-10 15:52:27,404; DEBUG; pypromice.pipeline.L2toL3; using end of melt season
2026-02-10 15:52:27,405; DEBUG; pypromice.pipeline.L2toL3; adjusting hs1
2026-02-10 15:52:27,406; DEBUG; pypromice.pipeline.L2toL3; to hs2, minimizing winter difference
2026-02-10 15:52:27,407; DEBUG; pypromice.pipeline.L2toL3; 2026: Ablation from 2025-12-30 10:00:00 to 2025-12-30 10:00:00
2026-02-10 15:52:27,453; INFO; pypromice.pipeline.L2toL3; surface height combination finished
2026-02-10 15:52:27,511; INFO; pypromice.pipeline.L2toL3; Calculating thermistor depth
2026-02-10 15:52:27,518; INFO; pypromice.pipeline.L2toL3; No maintenance at FRE
2026-02-10 15:52:27,535; INFO; pypromice.pipeline.L2toL3; interpolating 10 m firn/ice temperature (on hourly values)
2026-02-10 15:52:29,384; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:52:29,818; INFO; pypromice.io.write; Resampling to 60min
2026-02-10 15:52:29,983; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:52:34,133; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/FRE/FRE_hour.csv
2026-02-10 15:52:34,133; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/FRE/FRE_hour.nc
2026-02-10 15:52:34,140; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:52:34,313; INFO; pypromice.io.write; Resampling to 1D
2026-02-10 15:52:34,448; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:52:35,067; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/FRE/FRE_day.csv
2026-02-10 15:52:35,067; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/FRE/FRE_day.nc
2026-02-10 15:52:35,074; WARNING; pypromice.pipeline.resample; Dropping QC columns because they are of type object and cannot be resampled
2026-02-10 15:52:35,257; INFO; pypromice.io.write; Resampling to MS
2026-02-10 15:52:35,384; INFO; pypromice.io.write; Writing to files...
2026-02-10 15:52:35,588; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/FRE/FRE_month.csv
2026-02-10 15:52:35,588; INFO; pypromice.io.write; Written to /media/ice/Baptiste/geussnow01/aws-dev/L3_test/stations/FRE/FRE_month.nc
